Korean Together,Korean,Ko to En
공손하게 11,공손하게 ,Politely
요안나 11,요안나 ,Joanna
미확인범의 11,미확인범의 ,Unidentified criminal
사네 11,사네 ,Sane
발포를 11,발포를 ,Foaming
으휴 11,으휴 ,Ugh
질문들이 11,질문들이 ,The questions are
보기는 11,보기는 ,To see
노동을 11,노동을 ,Labor
한쪽이 11,한쪽이 ,One side
않기도 11,않기도 ,Not even
의사죠 11,의사죠 ,I'm a doctor.
알아볼께 11,알아볼께 ,I'll find out
겁줘서 11,겁줘서 ,Scared me
어둠에서 11,어둠에서 ,In the dark
상대해 11,상대해 ,Deal with it
그사람도 11,그사람도 ,That person too
만나셨어요 11,만나셨어요 ,Have you met?
왜이래요 11,왜이래요 ,Why is it like this?
니건을 11,니건을 ,Negan
예뻐서 11,예뻐서 ,Because it's pretty
익살스러운 11,익살스러운 ,Funny
없을테니 11,없을테니 ,There won't be any
싶어해서 11,싶어해서 ,Because I wanted to
수용할 11,수용할 ,Acceptable
노먼은 11,노먼은 ,Norman is
해군에 11,해군에 ,In the Navy
누리게 11,누리게 ,Enjoy
예약하고 11,예약하고 ,Make a reservation
스퀴시 11,스퀴시 ,Squishy
25살 11,25살 ,25 years old
유명하지 11,유명하지 ,Not famous
말해줬죠 11,말해줬죠 ,I told you
블레이크는 11,블레이크는 ,Blake is
가축을 11,가축을 ,Livestock
청할 11,청할 ,Please
몇시지 11,몇시지 ,What time is it?
기쁨의 11,기쁨의 ,Joy of
전처 11,전처 ,Ex-wife
뚫어져라 11,뚫어져라 ,Break through
누구로부터 11,누구로부터 ,From whom
점심식사 11,점심식사 ,Lunch
자궁에서 11,자궁에서 ,In the womb
평결을 11,평결을 ,The verdict
최악을 11,최악을 ,The worst
다녔고 11,다녔고 ,I went
변신하면 11,변신하면 ,If you transform
쳤죠 11,쳤죠 ,I hit it
페이스북에서 11,페이스북에서 ,On Facebook
약하다고 11,약하다고 ,Weak
떨어뜨리는 11,떨어뜨리는 ,Dropping
재판으로 11,재판으로 ,By trial
불안을 11,불안을 ,Anxiety
범죄자들을 11,범죄자들을 ,The criminals
파지엔자가 11,파지엔자가 ,Phazienza
마님은 11,마님은 ,Madam
소리지를 11,소리지를 ,Don't scream
삼일 11,삼일 ,Three days
차인 11,차인 ,Tea
살았지만 11,살았지만 ,I lived but
오기에 11,오기에 ,Come on
로라의 11,로라의 ,Laura's
존중해요 11,존중해요 ,I respect you
수사의 11,수사의 ,The investigation
자랑스럽고 11,자랑스럽고 ,Proud and
알려줄께 11,알려줄께 ,I'll let you know
추가요 11,추가요 ,Added
밭을 11,밭을 ,The field
한통 11,한통 ,One can
양탄자 11,양탄자 ,Carpet
실패하는 11,실패하는 ,Failing
붙잡지 11,붙잡지 ,Don't hold on
신경쇠약에 11,신경쇠약에 ,In a nervous breakdown
아이들이랑 11,아이들이랑 ,With the kids
굴었지 11,굴었지 ,I rolled
이해하면 11,이해하면 ,If you understand
신문이 11,신문이 ,The newspaper
제출하지 11,제출하지 ,Don't submit
문제없습니다 11,문제없습니다 ,No problem
발견됐죠 11,발견됐죠 ,It was discovered
뭔일 11,뭔일 ,What's going on
짐승같은 11,짐승같은 ,Beastly
알려주마 11,알려주마 ,Let me know
투어가 11,투어가 ,The tour
드와이트를 11,드와이트를 ,Dwight
게시판 11,게시판 ,Bulletin board
웨스트로 11,웨스트로 ,To the west
않을거라는 11,않을거라는 ,I said I wouldn't
공격이야 11,공격이야 ,It's an attack
친절하기도 11,친절하기도 ,Kind too
축하하며 11,축하하며 ,Congratulations
주인한테 11,주인한테 ,To the owner
마시멜로 11,마시멜로 ,Marshmallow
못하겠는데 11,못하겠는데 ,I can't do it
나가는거야 11,나가는거야 ,I'm going out
승부를 11,승부를 ,The match
충치 11,충치 ,Cavities
가가멜이 11,가가멜이 ,Gargamel
해야되지 11,해야되지 ,I have to
볼리비아 11,볼리비아 ,Bolivia
못돼 11,못돼 ,No way
작가예요 11,작가예요 ,I'm a writer
석사 11,석사 ,master 
믿으라고요 11,믿으라고요 ,Believe me
나갈거에요 11,나갈거에요 ,I'm going out
하고나면 11,하고나면 ,After doing it
하이톱 11,하이톱 ,High top
상대야 11,상대야 ,Opponent
맛있었어요 11,맛있었어요 ,It was delicious
세베루스 11,세베루스 ,Severus
보아도 11,보아도 ,Even if you look
매일매일이 11,매일매일이 ,Every single day
앉기 11,앉기 ,Sit down
잡겠다고 11,잡겠다고 ,I'll catch you
개복술을 11,개복술을 ,Laparotomy
잘나가던 11,잘나가던 ,Was doing well
칩은 11,칩은 ,The chip is
떠나신 11,떠나신 ,Left
항복하지 11,항복하지 ,Don't surrender
뛰어나요 11,뛰어나요 ,Excellent
경험하지 11,경험하지 ,Haven't experienced
주문했어요 11,주문했어요 ,I ordered it
얻는다 11,얻는다 ,Get
리포트 11,리포트 ,Report
스펜스 11,스펜스 ,Spence
레프티 11,레프티 ,Lefty
해주겠어요 11,해주겠어요 ,I will do it
우산을 11,우산을 ,An umbrella
20시간 11,20시간 ,20 hours
빠져도 11,빠져도 ,Even if I miss it
못했구나 11,못했구나 ,I couldn't do it
문학상 11,문학상 ,Literary Award
문제란 11,문제란 ,The problem is
드려라 11,드려라 ,Give it to me
신문은 11,신문은 ,The newspaper
괜찮겠습니까 11,괜찮겠습니까 ,Are you okay?
외워 11,외워 ,Memorize
졸업했어요 11,졸업했어요 ,I graduated
가졌네 11,가졌네 ,Got it
뱅크스 11,뱅크스 ,Banks
펜은 11,펜은 ,The pen is
자일스 11,자일스 ,Giles
이야기인데 11,이야기인데 ,It's a story
적었어요 11,적었어요 ,I wrote it down
에린이 11,에린이 ,Erin
폐쇄하고 11,폐쇄하고 ,Closed and
해줬다 11,해줬다 ,I did it
학교엔 11,학교엔 ,At school
질병은 11,질병은 ,The disease is
갈수도 11,갈수도 ,I might go
임충 11,임충 ,Imchung
내려왔어 11,내려왔어 ,I came down
일어난거지 11,일어난거지 ,It happened
가출한 11,가출한 ,Runaway
제리는 11,제리는 ,Jerry
몇시간동안 11,몇시간동안 ,For several hours
달력 11,달력 ,calendar 
전화해서는 11,전화해서는 ,By phone
차례지 11,차례지 ,It's your turn
죽여줬어 11,죽여줬어 ,I killed you
제네바에 11,제네바에 ,In Geneva
긴장감을 11,긴장감을 ,Tension
받으시죠 11,받으시죠 ,Please accept it
음경을 11,음경을 ,The penis
당긴 11,당긴 ,Pulled
누구일까 11,누구일까 ,Who could it be?
내렸죠 11,내렸죠 ,It came down
기다리시오 11,기다리시오 ,Wait a minute
뿐이니까요 11,뿐이니까요 ,That's all
폰에서 11,폰에서 ,On the phone
엑스터시 11,엑스터시 ,Ecstasy
바라야죠 11,바라야죠 ,I hope so
지금에 11,지금에 ,Now
놀랐잖아요 11,놀랐잖아요 ,I was surprised
알아냈다고 11,알아냈다고 ,I figured it out
어쩌냐 11,어쩌냐 ,What should I do?
니들도 11,니들도 ,You too
취향에 11,취향에 ,To your taste
계속하십시오 11,계속하십시오 ,Continue
오래됐죠 11,오래됐죠 ,It's been a long time
페이지에 11,페이지에 ,On the page
분대가 11,분대가 ,The squad
끝난다고 11,끝난다고 ,It's over
상대에게 11,상대에게 ,To the other person
1960년 11,1960년 ,1960
메모는 11,메모는 ,The note is
거만하게 11,거만하게 ,Arrogantly
세대에 11,세대에 ,In the generation
나왔는지 11,나왔는지 ,Did it come out?
비겁하게 11,비겁하게 ,Cowardly
종말에 11,종말에 ,At the end
헛소문을 11,헛소문을 ,Rumor has it
잡지도 11,잡지도 ,Magazines too
흔해 11,흔해 ,Common
춥네요 11,춥네요 ,It's cold
밤이에요 11,밤이에요 ,It's night
웨스테로스로 11,웨스테로스로 ,To Westeros
동굴은 11,동굴은 ,The cave is
모건과 11,모건과 ,Morgan and
전장을 11,전장을 ,The battlefield
준비해서 11,준비해서 ,Get ready
착 11,착 ,Okay
생각했겠죠 11,생각했겠죠 ,You must have thought about it
호러스 11,호러스 ,horace
비위를 11,비위를 ,Stomach
왕이시여 11,왕이시여 ,Your Majesty
무단으로 11,무단으로 ,Without permission
비에 11,비에 ,In the rain
변명거리가 11,변명거리가 ,Excuse me
아르헨티나에서 11,아르헨티나에서 ,In Argentina
때보다도 11,때보다도 ,More than ever
화내면 11,화내면 ,If you get angry
후작 11,후작 ,Marquis
사라진게 11,사라진게 ,It's gone
몇군데 11,몇군데 ,A few places
맛있겠네 11,맛있겠네 ,It looks delicious
필요하진 11,필요하진 ,Not necessary
경쟁하는 11,경쟁하는 ,Competing
성서에 11,성서에 ,In the Bible
수영하고 11,수영하고 ,Go swimming
함게 11,함게 ,Together
달렸네 11,달렸네 ,I ran
이혼했을 11,이혼했을 ,I got divorced
경찰처럼 11,경찰처럼 ,Like a police officer
미첼이랑 11,미첼이랑 ,With Mitchell
바이어스 11,바이어스 ,Bias
마드리드에 11,마드리드에 ,In Madrid
전갈을 11,전갈을 ,Scorpion
절반만 11,절반만 ,Only half
걸려도 11,걸려도 ,Even if it gets caught
어찌됐던 11,어찌됐던 ,Anyway
탈선 11,탈선 ,Derailment
바라건데 11,바라건데 ,I hope so
나눴어 11,나눴어 ,I shared it
시드니는 11,시드니는 ,Sydney is
꿈인 11,꿈인 ,It's a dream
하는지를 11,하는지를 ,Doing it
꾸릴 11,꾸릴 ,To make
메러디스에 11,메러디스에 ,To Meredith
우편함에 11,우편함에 ,In the mailbox
도와드리면 11,도와드리면 ,If you help me
아내로서 11,아내로서 ,As a wife
줄거리는 11,줄거리는 ,The plot is
대학원 11,대학원 ,Graduate school
열네 11,열네 ,Fourteen
준비되셨어요 11,준비되셨어요 ,Are you ready?
간다며 11,간다며 ,He said he was going
놀랬잖아 11,놀랬잖아 ,I was surprised
도전할 11,도전할 ,To challenge
지배한다 11,지배한다 ,Dominate
영화보러 11,영화보러 ,Go see a movie
낙태에 11,낙태에 ,In abortion
골짜기 11,골짜기 ,Valley
애비는 11,애비는 ,Abby
측에 11,측에 ,On the side
읽었을 11,읽었을 ,I read it
떠나겠어요 11,떠나겠어요 ,I'm leaving
돈주고 11,돈주고 ,Pay money
연극은 11,연극은 ,The play is
달러라고 11,달러라고 ,It's a dollar
고생했어 11,고생했어 ,great job 
성공하고 11,성공하고 ,Successful
편찮으세요 11,편찮으세요 ,Are you feeling unwell?
사인만 11,사인만 ,Just sign
프랑크 11,프랑크 ,Frank
도와줄거에요 11,도와줄거에요 ,I will help you
어딜가든 11,어딜가든 ,Wherever you go
일부터 11,일부터 ,From day one
안녕요 11,안녕요 ,Hello
풀기 11,풀기 ,Solve
따분해 11,따분해 ,It's boring
가진거 11,가진거 ,What I have
수색이 11,수색이 ,Search
캐리가 11,캐리가 ,Carrie
명예는 11,명예는 ,Honor is
흥미롭게 11,흥미롭게 ,Interestingly
바늘로 11,바늘로 ,With a needle
11년 11,11년 ,11 years
지금과 11,지금과 ,Now and
내버려두라고 11,내버려두라고 ,Leave me alone
안에다 11,안에다 ,Inside
상투적인 11,상투적인 ,Conventional
익숙해져 11,익숙해져 ,Get used to it
죽게되면 11,죽게되면 ,When I die
45세 11,45세 ,45 years old
농담입니다 11,농담입니다 ,Just kidding
보드를 11,보드를 ,The board
개더스 11,개더스 ,Gathers
오곤 11,오곤 ,"Oh, oh"
대군을 11,대군을 ,The great army
유지해라 11,유지해라 ,Keep it up
내보내면 11,내보내면 ,If you export it
소방관이 11,소방관이 ,The firefighter
애송아 11,애송아 ,Aesong-ah
아프지도 11,아프지도 ,It doesn't hurt
그러게나 11,그러게나 ,I guess so
법정으로 11,법정으로 ,To the court
않는다는걸 11,않는다는걸 ,That I'm not doing it
병실은 11,병실은 ,The hospital room
이군 11,이군 ,This army
가는거요 11,가는거요 ,I'm going
알렉 11,알렉 ,Alex
미쳤고 11,미쳤고 ,Crazy
미스터리 11,미스터리 ,Mystery
맞춰볼까 11,맞춰볼까 ,Let's try to match
치즈도 11,치즈도 ,Cheese too
불평할 11,불평할 ,To complain
철창 11,철창 ,Iron bars
여기밖에 11,여기밖에 ,Only here
브라보스 11,브라보스 ,Bravos
연구실의 11,연구실의 ,In the lab
뽑아낼 11,뽑아낼 ,Pull out
마이크에 11,마이크에 ,On the mic
안가로 11,안가로 ,Angaro
현대판 11,현대판 ,Modern version
저런게 11,저런게 ,Something like that
확신한다 11,확신한다 ,I am sure
사랑방 11,사랑방 ,Love room
안하셨어요 11,안하셨어요 ,You didn't do it
상우 11,상우 ,Sangwoo
묶었어 11,묶었어 ,Tied up
것중 11,것중 ,Among those
개들을 11,개들을 ,The dogs
큰일났어 11,큰일났어 ,We're in big trouble
말라니 11,말라니 ,Malany
핵심을 11,핵심을 ,The core
가로막고 11,가로막고 ,Blocking
하나쯤은 11,하나쯤은 ,At least one
데려갔다고 11,데려갔다고 ,I took it
품을 11,품을 ,To embrace
헛소리예요 11,헛소리예요 ,That's bullshit
해야겠습니다 11,해야겠습니다 ,I have to do it
금지하며 11,금지하며 ,Prohibited
않는대 11,않는대 ,I don't know
합류 11,합류 ,Join
페니실린 11,페니실린 ,Penicillin
거인을 11,거인을 ,The giant
반지야 11,반지야 ,It's a ring
치아가 11,치아가 ,Teeth
헤스터 11,헤스터 ,Hester
중요하단다 11,중요하단다 ,It's important
전술적 11,전술적 ,Tactical
견해를 11,견해를 ,Opinion
이것들아 11,이것들아 ,These guys
회로가 11,회로가 ,The circuit
가능한데 11,가능한데 ,It's possible
인생이지 11,인생이지 ,It's life
하나였죠 11,하나였죠 ,It was one
거였군요 11,거였군요 ,That's it
믿질 11,믿질 ,Believe it
보나요 11,보나요 ,Can you see
반이에요 11,반이에요 ,It's half
흉포하게 11,흉포하게 ,Ferociously
개발하고 11,개발하고 ,Develop and
세워져 11,세워져 ,Stand up
팬케이크를 11,팬케이크를 ,Pancakes
부케 11,부케 ,Bouquet
피쉬는 11,피쉬는 ,Fish is
자극하고 11,자극하고 ,Stimulate and
혐의도 11,혐의도 ,The charges too
불임 11,불임 ,Infertility
들어봤을 11,들어봤을 ,Have you heard of it?
계신거죠 11,계신거죠 ,You are here
같네만 11,같네만 ,It's the same
얇고 11,얇고 ,Thin and
작별인사는 11,작별인사는 ,Saying goodbye
호출이 11,호출이 ,The call
가치로 11,가치로 ,By value
넘어가기 11,넘어가기 ,Skip
욕망의 11,욕망의 ,Desire of
소식이군요 11,소식이군요 ,That's good news
우리지 11,우리지 ,Our land
포기를 11,포기를 ,Give up
잘려진 11,잘려진 ,Cut off
누나에게 11,누나에게 ,To my sister
100파운드 11,100파운드 ,100 pounds
안됐고 11,안됐고 ,It didn't work
그애의 11,그애의 ,Her
많으니까요 11,많으니까요 ,Because there are a lot
잘하는구나 11,잘하는구나 ,You're good at it
연구한 11,연구한 ,studied
질문이죠 11,질문이죠 ,It's a question.
크로포드 11,크로포드 ,Crawford
바로잡고 11,바로잡고 ,Correct it
치료하지 11,치료하지 ,Don't cure
거였습니다 11,거였습니다 ,It was like that
감옥이야 11,감옥이야 ,It's a prison
온거니 11,온거니 ,Are you here?
점호 11,점호 ,Roll call
포기한다는 11,포기한다는 ,I'm giving up
끊어서 11,끊어서 ,Cut it off
몇이야 11,몇이야 ,How much is it
해줘도 11,해줘도 ,Even if you do it
그놈들의 11,그놈들의 ,Those guys
중이랍니다 11,중이랍니다 ,I'm in the middle of it
두말할 11,두말할 ,Needless to say
쪽이죠 11,쪽이죠 ,It's a side
형사를 11,형사를 ,The detective
메디브 11,메디브 ,Medivh
허용하지 11,허용하지 ,Don't allow
만드세요 11,만드세요 ,Make it
확인됐어 11,확인됐어 ,It's confirmed
놀라워라 11,놀라워라 ,Be amazed
없기를 11,없기를 ,I hope it doesn't exist
마이크도 11,마이크도 ,Mike too
괜찮으시죠 11,괜찮으시죠 ,Are you okay?
매가 11,매가 ,Every day
다르군 11,다르군 ,It's different
못했나요 11,못했나요 ,Couldn't you do it?
발견해 11,발견해 ,Found it
당국이 11,당국이 ,The authorities
파도에 11,파도에 ,In the waves
숨겨주고 11,숨겨주고 ,Hide it
자랑스럽진 11,자랑스럽진 ,I'm not proud
가져갑니다 11,가져갑니다 ,Take it
오리들이 11,오리들이 ,The ducks
딱딱해 11,딱딱해 ,It's hard
택시타고 11,택시타고 ,Take a taxi
루디를 11,루디를 ,Rudy
쓰레기라고 11,쓰레기라고 ,It's trash
얼룩진 11,얼룩진 ,stained
트릭을 11,트릭을 ,The trick
신발끈 11,신발끈 ,Shoelaces
느껴지지도 11,느껴지지도 ,I can't even feel it
박람회 11,박람회 ,Fair
존경과 11,존경과 ,With respect and
브라질에 11,브라질에 ,In Brazil
더프 11,더프 ,Duff
두개나 11,두개나 ,Two
지낼거야 11,지낼거야 ,I will stay
좀도둑 11,좀도둑 ,thief
고통없이 11,고통없이 ,without pain
누구에게든 11,누구에게든 ,To anyone
잡는게 11,잡는게 ,To catch
1980년 11,1980년 ,1980
여성으로 11,여성으로 ,As a woman
죽었을까 11,죽었을까 ,Could he be dead?
가정해 11,가정해 ,Assume
내건 11,내건 ,I built it
쬐끄만 11,쬐끄만 ,Just a little bit
혈액형이 11,혈액형이 ,Blood type
같은걸요 11,같은걸요 ,Same thing
안쪽에서 11,안쪽에서 ,From the inside
마찬가집니다 11,마찬가집니다 ,It's the same
전염되는 11,전염되는 ,Contagious
키치 11,키치 ,Kitsch
해주신다면 11,해주신다면 ,If you do it
뒷자석에 11,뒷자석에 ,In the back seat
광부들이 11,광부들이 ,The miners
탈출하는 11,탈출하는 ,Escaping
집도할 11,집도할 ,To perform
미용실에서 11,미용실에서 ,At the beauty salon
운영해 11,운영해 ,Operate
미친년이 11,미친년이 ,Crazy bitch
죽였군 11,죽였군 ,You killed him
이름표를 11,이름표를 ,Name tag
그들에게도 11,그들에게도 ,To them too
시간들이 11,시간들이 ,The times
드나요 11,드나요 ,Are you eating?
담당은 11,담당은 ,The person in charge is
ㅇ록 11,ㅇ록 ,Okay
다트 11,다트 ,Dart
책임이지 11,책임이지 ,It's my responsibility
방문해 11,방문해 ,Visit
괴물과 11,괴물과 ,With monsters
스튜디오를 11,스튜디오를 ,The studio
그로브 11,그로브 ,Grove
쏜거야 11,쏜거야 ,I shot it
두려고 11,두려고 ,To put it
치밀한 11,치밀한 ,Dense
이본 11,이본 ,Yvonne
임상시험 11,임상시험 ,Clinical trials
외쳐요 11,외쳐요 ,Shout out
순수해 11,순수해 ,Pure
극복하기 11,극복하기 ,Overcome
폐의 11,폐의 ,Of the lungs
오십쇼 11,오십쇼 ,Come on
이마를 11,이마를 ,Forehead
한의 11,한의 ,Korean medicine
2개나 11,2개나 ,2 or so
기다리기만 11,기다리기만 ,Just waiting
천만의 11,천만의 ,Ten million
관통한 11,관통한 ,Penetrated
느려터진 11,느려터진 ,Slowed down
웰스가 11,웰스가 ,Wells
면접은 11,면접은 ,The interview is
밈스 11,밈스 ,Mims
척수가 11,척수가 ,The spinal cord
채프먼이 11,채프먼이 ,Chapman
고담을 11,고담을 ,Gotham
충동적이고 11,충동적이고 ,Impulsive and
호흡에 11,호흡에 ,In breathing
아버님께 11,아버님께 ,To my father
자살행위야 11,자살행위야 ,It's suicide
침입자를 11,침입자를 ,Intruder
소지품 11,소지품 ,Belongings
사랑했습니다 11,사랑했습니다 ,I loved you
광기를 11,광기를 ,Madness
알아낼수 11,알아낼수 ,I can figure it out
자유배포 11,자유배포 ,Free distribution
선행을 11,선행을 ,Good deeds
거만하고 11,거만하고 ,Arrogant
살았다는 11,살았다는 ,I lived
해보라구 11,해보라구 ,Try it
19세기 11,19세기 ,19th century
조카와 11,조카와 ,With my nephew
자리까지 11,자리까지 ,To the seat
어쩐일이야 11,어쩐일이야 ,What's going on?
혈액에서 11,혈액에서 ,In the blood
포탈을 11,포탈을 ,Portal
피리부는 11,피리부는 ,The flute player
의자로 11,의자로 ,With a chair
듯해요 11,듯해요 ,I think so
주교 11,주교 ,Bishop
어린이를 11,어린이를 ,Children
신상을 11,신상을 ,New appearance
그만둘래 11,그만둘래 ,I want to quit
주어지는 11,주어지는 ,Given
나이프를 11,나이프를 ,Knife
영광이었습니다 11,영광이었습니다 ,It was an honor
성격에 11,성격에 ,In personality
자위 11,자위 ,Masturbation
망할놈의 11,망할놈의 ,Fucking shit
줄에서 11,줄에서 ,In line
드러난 11,드러난 ,Revealed
지났으니 11,지났으니 ,It's past
녹고 11,녹고 ,Melting
얘기잖아요 11,얘기잖아요 ,I'm telling you
개두술 11,개두술 ,craniotomy
크지만 11,크지만 ,Big but
편이잖아 11,편이잖아 ,It's convenient
안되거든요 11,안되거든요 ,It doesn't work
아벨이 11,아벨이 ,Abel
썩어빠진 11,썩어빠진 ,Rotten
놓치다니 11,놓치다니 ,Missed it
연고 11,연고 ,Ointment
13세 11,13세 ,13 years old
생각했다고 11,생각했다고 ,I thought so
와쳐들이 11,와쳐들이 ,The watchers
맛보게 11,맛보게 ,Taste it
계약할 11,계약할 ,to contract
카드모스가 11,카드모스가 ,Cardmos
먹으라지 11,먹으라지 ,Eat it
복사본 11,복사본 ,Copy
그것들의 11,그것들의 ,Of them
만날까요 11,만날까요 ,Shall we meet?
설득해야 11,설득해야 ,Need to persuade
장엄한 11,장엄한 ,Majestic
넘어진 11,넘어진 ,Fell down
됐어야 11,됐어야 ,Should have been
줬나요 11,줬나요 ,Did you give it to me?
모자랄 11,모자랄 ,Not enough
교차 11,교차 ,Cross
순응했던 11,순응했던 ,I complied
쟝-루이 11,쟝-루이 ,Jean-Louis
계셔도 11,계셔도 ,Even if you are there
중요한거죠 11,중요한거죠 ,It's important
했던거지 11,했던거지 ,I did it
회복실에 11,회복실에 ,In the recovery room
워터 11,워터 ,Water
환상에 11,환상에 ,In fantasy
만드는건 11,만드는건 ,Making it
준비되셨나요 11,준비되셨나요 ,Are you ready?
끝나길 11,끝나길 ,To end
전통적으로 11,전통적으로 ,Traditionally
되었는가 11,되었는가 ,Did it work
보이는걸 11,보이는걸 ,What I see
고속도로에 11,고속도로에 ,On the highway
스모키 11,스모키 ,Smoky
아내에 11,아내에 ,To my wife
장교들이 11,장교들이 ,The officers
커튼이 11,커튼이 ,The curtains
충분하잖아 11,충분하잖아 ,That's enough
인정하긴 11,인정하긴 ,I admit it
진심이니 11,진심이니 ,Seriously
찾겠습니다 11,찾겠습니다 ,I will find it
제압할 11,제압할 ,To subdue
외칠 11,외칠 ,Shout out
리허설은 11,리허설은 ,The rehearsal is
낙태 11,낙태 ,Abortion
황태자 11,황태자 ,Crown Prince
자연적인 11,자연적인 ,Natural
영아 11,영아 ,Infant
뭉치는 11,뭉치는 ,Clump
사랑했죠 11,사랑했죠 ,I loved you
2주가 11,2주가 ,2 weeks
10명이 11,10명이 ,10 people
씌우는 11,씌우는 ,Putting on
잡아다가 11,잡아다가 ,Catch it
요청하면 11,요청하면 ,If you request
하그로브 11,하그로브 ,Hargrove
평평한 11,평평한 ,Flat
부모님에 11,부모님에 ,To my parents
올해도 11,올해도 ,This year too
배웠나 11,배웠나 ,Did you learn
양치질 11,양치질 ,Brushing teeth
만들지도 11,만들지도 ,Might make it
여쭤 11,여쭤 ,Ask
된건가요 11,된건가요 ,Is it done?
검사결과 11,검사결과 ,Test results
감자튀김을 11,감자튀김을 ,French fries
엘프가 11,엘프가 ,The elf
안먹고 11,안먹고 ,Not eating
년들 11,년들 ,Years
먹힌 11,먹힌 ,Eaten
카레프가 11,카레프가 ,Karev
참석하는 11,참석하는 ,Attending
아무와도 11,아무와도 ,With anyone
가필드 11,가필드 ,Garfield
모르셨어요 11,모르셨어요 ,You didn't know
기원합니다 11,기원합니다 ,I hope so
넘겨주지 11,넘겨주지 ,Don't hand it over
주랴 11,주랴 ,Jurya
장사를 11,장사를 ,Do business
안이야 11,안이야 ,No
불명 11,불명 ,Unknown
상쾌한 11,상쾌한 ,Refreshing
기쁨에 11,기쁨에 ,In joy
처박혀서 11,처박혀서 ,Stuck in
포프의 11,포프의 ,Pope's
섬유 11,섬유 ,Fiber
이해하겠나 11,이해하겠나 ,Do you understand?
배터리에 11,배터리에 ,On the battery
중년 11,중년 ,Middle age
써야죠 11,써야죠 ,I have to write it
약속했다 11,약속했다 ,I promised
의사분들 11,의사분들 ,Doctors
혼돈의 11,혼돈의 ,Chaos
재단에서 11,재단에서 ,At the foundation
가지에 11,가지에 ,On the eggplant
될거라구요 11,될거라구요 ,It will happen
버리지마 11,버리지마 ,Don't throw it away
전이고 11,전이고 ,It's a transfer
밝히기 11,밝히기 ,Reveal
전부죠 11,전부죠 ,That's all
좋아하는거야 11,좋아하는거야 ,I like it
15세 11,15세 ,15 years old
사주지 11,사주지 ,Four pillars of destiny
뇌출혈이 11,뇌출혈이 ,Brain hemorrhage
돋보이게 11,돋보이게 ,Stand out
3달 11,3달 ,3 months
미행이 11,미행이 ,Tailing
헤어져서 11,헤어져서 ,Because we broke up
각오는 11,각오는 ,I am ready
들렀는데 11,들렀는데 ,I stopped by
창백하고 11,창백하고 ,Pale and
반복하지 11,반복하지 ,Don't repeat
아끼던 11,아끼던 ,I treasured it
투여해요 11,투여해요 ,I'm administering it
멘트 11,멘트 ,Comment
몰린 11,몰린 ,Molin
밀도가 11,밀도가 ,Density
여유롭게 11,여유롭게 ,Leisurely
조도 11,조도 ,Illumination
팔았는데 11,팔았는데 ,I sold it
카이사르를 11,카이사르를 ,Caesar
녀석들한테 11,녀석들한테 ,To the guys
부족하고 11,부족하고 ,Lacking
흩어지자 11,흩어지자 ,Let's disperse
카운티의 11,카운티의 ,County's
뉴스도 11,뉴스도 ,News too
자켓이 11,자켓이 ,The jacket
좆이 11,좆이 ,Fuck
입술은 11,입술은 ,The lips
역겹다 11,역겹다 ,Disgusting
손재주가 11,손재주가 ,Dexterity
호구 11,호구 ,household
선물이예요 11,선물이예요 ,It's a gift
이니까 11,이니까 ,Because of this
확신했다 11,확신했다 ,I was sure
육상 11,육상 ,Athletics
콜트 11,콜트 ,Colt
포기하게 11,포기하게 ,Give up
척도 11,척도 ,Scale
접이식 11,접이식 ,Foldable
덮칠 11,덮칠 ,Cover
가족이잖아요 11,가족이잖아요 ,We're family.
천재라고 11,천재라고 ,He's a genius
고된 11,고된 ,Hard
돌파구를 11,돌파구를 ,Breakthrough
시간없어 11,시간없어 ,No time
윈터 11,윈터 ,Winter
없었더라면 11,없었더라면 ,If it hadn't been there
어련히 11,어련히 ,Foolishly
다급한 11,다급한 ,Urgent
크리켓은 11,크리켓은 ,Cricket is
누코 11,누코 ,Nuko
밀고자 11,밀고자 ,I want to push
녹음하는 11,녹음하는 ,Recording
흑흑 11,흑흑 ,Sob sob
은신처로 11,은신처로 ,To the hideout
중일세 11,중일세 ,Middle Ages
롤랜드 11,롤랜드 ,Roland
진행한다 11,진행한다 ,Go ahead
풀려고 11,풀려고 ,To solve
30분마다 11,30분마다 ,Every 30 minutes
보셨으면 11,보셨으면 ,If you saw it
소헤이 11,소헤이 ,Sohei
인간적으로 11,인간적으로 ,Humanly
뿌리면 11,뿌리면 ,If you root it
발코니 11,발코니 ,Balcony
굉장하죠 11,굉장하죠 ,It's awesome
망쳤잖아 11,망쳤잖아 ,You screwed it up
전체는 11,전체는 ,The whole thing
건너면 11,건너면 ,If you cross
엘리슨 11,엘리슨 ,Allison
정수연 11,정수연 ,Jeong Su-yeon
마셨는데 11,마셨는데 ,I drank it
해주는게 11,해주는게 ,What I'm doing
떨어졌죠 11,떨어졌죠 ,It fell off
믿던 11,믿던 ,I believed
버릇을 11,버릇을 ,Habit
첸은 11,첸은 ,Chen is
200달러 11,200달러 ,200 dollars
드멜자가 11,드멜자가 ,Demelza
일상에 11,일상에 ,In daily life
않겠는가 11,않겠는가 ,Won't it?
팁도 11,팁도 ,Tip too
잘리는 11,잘리는 ,Cut off
가보는게 11,가보는게 ,I'm going to go
이벤트를 11,이벤트를 ,Event
마녀들이 11,마녀들이 ,The witches
